! Planar, Obzor-304, 08055001, 21.3.2/2
! Date: 24.03.2023 10:49:17
! Stimulus(Гц),    S22(R : Ω),        S22(jX : Ω)
4.81000000000E+08,+5.46171557049E+00,-1.32182696918E+01
4.82500000000E+08,+5.55087420491E+00,-1.28963896124E+01
4.84000000000E+08,+5.63264978971E+00,-1.25426376568E+01
4.85500000000E+08,+5.72294296520E+00,-1.21996277024E+01
4.87000000000E+08,+5.81960801265E+00,-1.18397916345E+01
4.88500000000E+08,+5.91833182158E+00,-1.14688657646E+01
4.90000000000E+08,+6.01946380109E+00,-1.10822159417E+01
4.91500000000E+08,+6.15728145296E+00,-1.06816284844E+01
4.93000000000E+08,+6.29823743687E+00,-1.02824702416E+01
4.94500000000E+08,+6.46546458561E+00,-9.90703380300E+00
4.96000000000E+08,+6.63738599692E+00,-9.56017623275E+00
4.97500000000E+08,+6.78134929857E+00,-9.21834979294E+00
4.99000000000E+08,+6.91354516670E+00,-8.87816626229E+00
5.00500000000E+08,+7.04484157561E+00,-8.52801881941E+00
5.02000000000E+08,+7.16168685612E+00,-8.16033591128E+00
5.03500000000E+08,+7.28422619713E+00,-7.79665977231E+00
5.05000000000E+08,+7.38801544406E+00,-7.42199576102E+00
5.06500000000E+08,+7.51344882704E+00,-7.03119779665E+00
5.08000000000E+08,+7.63186302060E+00,-6.62731702401E+00
5.09500000000E+08,+7.76876935891E+00,-6.20948182740E+00
5.11000000000E+08,+7.90073356072E+00,-5.78293443733E+00
5.12500000000E+08,+8.03517446251E+00,-5.33782822439E+00
5.14000000000E+08,+8.20535489122E+00,-4.86942383768E+00
5.15500000000E+08,+8.38458843296E+00,-4.41211766036E+00
5.17000000000E+08,+8.59380175686E+00,-3.93974800756E+00
5.18500000000E+08,+8.81604551894E+00,-3.46772759951E+00
5.20000000000E+08,+9.04394572672E+00,-3.00833187622E+00
5.21500000000E+08,+9.27744660689E+00,-2.53655551126E+00
5.23000000000E+08,+9.56150717099E+00,-2.08388461056E+00
5.24500000000E+08,+9.85165725350E+00,-1.63355281345E+00
5.26000000000E+08,+1.01515422737E+01,-1.23702367594E+00
5.27500000000E+08,+1.03920824368E+01,-8.59952273709E-01
5.29000000000E+08,+1.06146045354E+01,-4.32146076887E-01
5.30500000000E+08,+1.08473326484E+01,+2.04093771925E-02
5.32000000000E+08,+1.10929468639E+01,+5.13886527170E-01
5.33500000000E+08,+1.13883937693E+01,+1.02420310676E+00
5.35000000000E+08,+1.17179885334E+01,+1.51931117481E+00
5.36500000000E+08,+1.20745966009E+01,+1.99959377003E+00
5.38000000000E+08,+1.24344190225E+01,+2.46944146955E+00
5.39500000000E+08,+1.27954814326E+01,+2.93533995491E+00
5.41000000000E+08,+1.31861819932E+01,+3.40778734850E+00
5.42500000000E+08,+1.35769192760E+01,+3.84271925446E+00
5.44000000000E+08,+1.39796611666E+01,+4.29940669417E+00
5.45500000000E+08,+1.43590335930E+01,+4.75819656030E+00
5.47000000000E+08,+1.47684500493E+01,+5.25789074056E+00
5.48500000000E+08,+1.52273289083E+01,+5.75316810116E+00
5.50000000000E+08,+1.57132714475E+01,+6.24753229206E+00
5.51500000000E+08,+1.62418439335E+01,+6.71222116462E+00
5.53000000000E+08,+1.67663559626E+01,+7.17707150950E+00
5.54500000000E+08,+1.73344989225E+01,+7.63077042450E+00
5.56000000000E+08,+1.79273743460E+01,+8.04842698419E+00
5.57500000000E+08,+1.85427739249E+01,+8.43772376343E+00
5.59000000000E+08,+1.91574110729E+01,+8.79986619258E+00
5.60500000000E+08,+1.97611012077E+01,+9.12644141097E+00
5.62000000000E+08,+2.03309593363E+01,+9.46208937250E+00
5.63500000000E+08,+2.08908285659E+01,+9.80898204045E+00
5.65000000000E+08,+2.14713361546E+01,+1.01893164044E+01
5.66500000000E+08,+2.20959304460E+01,+1.06015921541E+01
5.68000000000E+08,+2.27680884049E+01,+1.09978110781E+01
5.69500000000E+08,+2.34952115260E+01,+1.13861128684E+01
5.71000000000E+08,+2.42771977233E+01,+1.17364734302E+01
5.72500000000E+08,+2.50782316219E+01,+1.20184702192E+01
5.74000000000E+08,+2.58790356905E+01,+1.22519882427E+01
5.75500000000E+08,+2.66654740057E+01,+1.24824617245E+01
5.77000000000E+08,+2.74431500075E+01,+1.26868575872E+01
5.78500000000E+08,+2.81972423469E+01,+1.29103750763E+01
5.80000000000E+08,+2.89812409319E+01,+1.31404634355E+01
5.81500000000E+08,+2.98234969549E+01,+1.33683221309E+01
5.83000000000E+08,+3.06698104203E+01,+1.36108006308E+01
5.84500000000E+08,+3.16318030157E+01,+1.38231867977E+01
5.86000000000E+08,+3.26227242809E+01,+1.39650054518E+01
5.87500000000E+08,+3.36421938034E+01,+1.40216550362E+01
5.89000000000E+08,+3.46357646271E+01,+1.40123237027E+01
5.90500000000E+08,+3.55770896470E+01,+1.39627247125E+01
5.92000000000E+08,+3.65063137233E+01,+1.39251884973E+01
5.93500000000E+08,+3.74550439092E+01,+1.39365497876E+01
5.95000000000E+08,+3.84921424126E+01,+1.39266314378E+01
5.96500000000E+08,+3.95930475783E+01,+1.38785328784E+01
5.98000000000E+08,+4.07584439241E+01,+1.37584032433E+01
5.99500000000E+08,+4.19483380414E+01,+1.35524178725E+01
6.01000000000E+08,+4.31572754535E+01,+1.32530978187E+01
6.02500000000E+08,+4.43763201765E+01,+1.28467495542E+01
6.04000000000E+08,+4.56015463911E+01,+1.23027920869E+01
6.05500000000E+08,+4.67450095609E+01,+1.16418258574E+01
6.07000000000E+08,+4.77823921942E+01,+1.09040860108E+01
6.08500000000E+08,+4.87281379772E+01,+1.01869094178E+01
6.10000000000E+08,+4.96555051390E+01,+9.47745795341E+00
6.11500000000E+08,+5.05761738750E+01,+8.75228598812E+00
6.13000000000E+08,+5.15291490897E+01,+7.96322257027E+00
6.14500000000E+08,+5.24649412180E+01,+7.04498032471E+00
6.16000000000E+08,+5.33305088336E+01,+6.03521800413E+00
6.17500000000E+08,+5.41000998504E+01,+4.95799621197E+00
6.19000000000E+08,+5.47798003616E+01,+3.84945984607E+00
6.20500000000E+08,+5.53566371740E+01,+2.63653020451E+00
6.22000000000E+08,+5.57726228700E+01,+1.43296943272E+00
6.23500000000E+08,+5.60512801982E+01,+2.83656091589E-01
6.25000000000E+08,+5.62869823092E+01,-8.23048705545E-01
6.26500000000E+08,+5.65049455587E+01,-1.90674139581E+00
6.28000000000E+08,+5.66469204777E+01,-3.02052914176E+00
6.29500000000E+08,+5.66754257389E+01,-4.14762278797E+00
6.31000000000E+08,+5.65980691350E+01,-5.22527476894E+00
6.32500000000E+08,+5.64205590544E+01,-6.18913164054E+00
6.34000000000E+08,+5.62068857062E+01,-7.04770047069E+00
6.35500000000E+08,+5.59862598779E+01,-7.81076964072E+00
6.37000000000E+08,+5.58017520812E+01,-8.48950690524E+00
6.38500000000E+08,+5.56764977245E+01,-9.18766154549E+00
6.40000000000E+08,+5.55415217404E+01,-9.88902413201E+00
6.41500000000E+08,+5.53785493558E+01,-1.06159503548E+01
6.43000000000E+08,+5.51629247418E+01,-1.13523494442E+01
6.44500000000E+08,+5.48656373689E+01,-1.20690414115E+01
6.46000000000E+08,+5.44534844047E+01,-1.27019673867E+01
6.47500000000E+08,+5.40303835714E+01,-1.32196966507E+01
6.49000000000E+08,+5.35878665204E+01,-1.36399964745E+01
6.50500000000E+08,+5.32136014218E+01,-1.39824847177E+01
6.52000000000E+08,+5.28448036908E+01,-1.42077160999E+01
6.53500000000E+08,+5.25548021283E+01,-1.44019217458E+01
6.55000000000E+08,+5.23232202271E+01,-1.45072605026E+01
6.56500000000E+08,+5.22201606222E+01,-1.45752623880E+01
6.58000000000E+08,+5.22554972554E+01,-1.46789376023E+01
6.59500000000E+08,+5.23597569644E+01,-1.48067423908E+01
6.61000000000E+08,+5.25855093751E+01,-1.50424608554E+01
6.62500000000E+08,+5.28232598267E+01,-1.54315712272E+01
6.64000000000E+08,+5.30210926690E+01,-1.59951905380E+01
6.65500000000E+08,+5.30473389222E+01,-1.66099300542E+01
6.67000000000E+08,+5.29869838105E+01,-1.71611290036E+01
6.68500000000E+08,+5.29527046310E+01,-1.76676070364E+01
6.70000000000E+08,+5.29443340614E+01,-1.81646187506E+01
6.71500000000E+08,+5.29714980628E+01,-1.87847099324E+01
6.73000000000E+08,+5.28958577602E+01,-1.95004421887E+01
6.74500000000E+08,+5.26667453515E+01,-2.02215673931E+01
6.76000000000E+08,+5.23168775656E+01,-2.09105071340E+01
6.77500000000E+08,+5.18816499889E+01,-2.14817256295E+01
6.79000000000E+08,+5.13796599561E+01,-2.19447786167E+01
6.80500000000E+08,+5.08953869713E+01,-2.22686710549E+01
6.82000000000E+08,+5.04809862088E+01,-2.24511335071E+01
6.83500000000E+08,+5.02017262847E+01,-2.25763376859E+01
6.85000000000E+08,+5.00632406462E+01,-2.27125556838E+01
6.86500000000E+08,+5.00682556751E+01,-2.29486758582E+01
6.88000000000E+08,+5.00578748380E+01,-2.33571628835E+01
6.89500000000E+08,+4.99920603933E+01,-2.38838146001E+01
6.91000000000E+08,+4.97810416131E+01,-2.44719816387E+01
6.92500000000E+08,+4.94934733267E+01,-2.50099254667E+01
6.94000000000E+08,+4.90957536456E+01,-2.54806050738E+01
6.95500000000E+08,+4.86885706630E+01,-2.58565412558E+01
6.97000000000E+08,+4.83278862685E+01,-2.61645003803E+01
6.98500000000E+08,+4.80185122099E+01,-2.64830177249E+01
7.00000000000E+08,+4.77267691621E+01,-2.68232093726E+01
7.01500000000E+08,+4.74031568516E+01,-2.71722203505E+01
7.03000000000E+08,+4.70779133012E+01,-2.75467303635E+01
7.04500000000E+08,+4.67151140039E+01,-2.79291123356E+01
7.06000000000E+08,+4.63219775821E+01,-2.83100950389E+01
7.07500000000E+08,+4.58723078780E+01,-2.86891709399E+01
7.09000000000E+08,+4.54048867893E+01,-2.90088874025E+01
7.10500000000E+08,+4.49111245854E+01,-2.92857660818E+01
7.12000000000E+08,+4.43875027870E+01,-2.95184795448E+01
7.13500000000E+08,+4.38959453460E+01,-2.96468139886E+01
7.15000000000E+08,+4.34632484663E+01,-2.97245762950E+01
7.16500000000E+08,+4.30433012106E+01,-2.98123354801E+01
7.18000000000E+08,+4.27252235817E+01,-2.99104939755E+01
7.19500000000E+08,+4.23794534895E+01,-3.00476529921E+01
7.21000000000E+08,+4.20327600950E+01,-3.02331009289E+01
7.22500000000E+08,+4.16492927209E+01,-3.04019761706E+01
7.24000000000E+08,+4.12299553917E+01,-3.05201103062E+01
7.25500000000E+08,+4.08065122046E+01,-3.06003904107E+01
7.27000000000E+08,+4.04883900113E+01,-3.06047356495E+01
7.28500000000E+08,+4.01853283275E+01,-3.06624121420E+01
7.30000000000E+08,+3.99196378991E+01,-3.07487219184E+01
7.31500000000E+08,+3.96342713517E+01,-3.08456294201E+01
7.33000000000E+08,+3.93353824176E+01,-3.09560113331E+01
7.34500000000E+08,+3.90266947383E+01,-3.10497015866E+01
7.36000000000E+08,+3.87551772026E+01,-3.11364978989E+01
7.37500000000E+08,+3.85243894404E+01,-3.12348423135E+01
7.39000000000E+08,+3.82713735423E+01,-3.13387354006E+01
